sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable	store
ES_5_30	B0FRBQCLZN	B0FRBQCLZN	Spain eSIM 5GB 30Days	New	9.77	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
EUROPE-40-AREAS-20GB-30D	B0FR9TNPV3	B0FR9TNPV3	Europe(40+ areas) eSIM 20GB 30Days	New	19.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
EUROPE-40-AREAS-5GB-30D	B0FR9RYSSS	B0FR9RYSSS	Europe(40+ areas) eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
FAROE-ISLANDS-20GB-30D	B0H6MB82ZV	B0H6MB82ZV	Faroe Islands eSIM 20GB 30Days	New	29.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FAROE-ISLANDS-3GB-15D	B0H6ML935Q	B0H6ML935Q	Faroe Islands eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FAROE-ISLANDS-5GB-30D	B0H6MF2TVH	B0H6MF2TVH	Faroe Islands eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FIJI-20GB-30D	B0H6MGBL3N	B0H6MGBL3N	Fiji eSIM 20GB 30Days	New	40.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FIJI-3GB-15D	B0H6MFLWYD	B0H6MFLWYD	Fiji eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FIJI-5GB-30D	B0H6MJ7GS6	B0H6MJ7GS6	Fiji eSIM 5GB 30Days	New	13.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FINLAND-3GB-15D	B0FR9GSND6	B0FR9GSND6	Finland eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
FINLAND-5GB-30D	B0FR9SB3BJ	B0FR9SB3BJ	Finland eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
FRANCE-20GB-30D	B0FR9GPMC5	B0FR9GPMC5	France eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
FRANCE-3GB-15D	B0FR9C5ZB6	B0FR9C5ZB6	France eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	515.21	20	100	0	0	0	20	
FRANCE-5GB-30D	B0FR9LMDW5	B0FR9LMDW5	France eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	232.86	20	100	0	0	0	20	
FRENCH-GUIANA-20GB-30D	B0H6MDNXJJ	B0H6MDNXJJ	French Guiana eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
FRENCH-GUIANA-3GB-15D	B0H6MFD6Z3	B0H6MFD6Z3	French Guiana eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FRENCH-GUIANA-5GB-30D	B0H6MGC352	B0H6MGC352	French Guiana eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FRENCH-POLYNESIA-20GB-30D	B0H6M59GH9	B0H6M59GH9	French Polynesia eSIM 20GB 30Days	New	242.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FRENCH-POLYNESIA-3GB-15D	B0H6MF6GHP	B0H6MF6GHP	French Polynesia eSIM 3GB 15Days	New	47.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FRENCH-POLYNESIA-5GB-30D	B0H6MD2GXY	B0H6MD2GXY	French Polynesia eSIM 5GB 30Days	New	66.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
FR_20_30	B0FR9GPMC5	B0FR9GPMC5	France eSIM 20GB 30Days	New	22.23	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
FR_3_15	B0FR9C5ZB6	B0FR9C5ZB6	France eSIM 3GB 15Days	New	8.57	No		Yes	0	0	0	0	120	515.21	20	100	0	0	0	20	
FR_5_30	B0FR9LMDW5	B0FR9LMDW5	France eSIM 5GB 30Days	New	10.93	No		Yes	0	0	0	0	120	232.86	20	100	0	0	0	20	
GABON-3GB-15D	B0FR9GPX9T	B0FR9GPX9T	Gabon eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GAMBIA-3GB-15D	B0H2FTMBBQ	B0H2FTMBBQ	Gambia eSIM 3GB 15Days	New	35.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GAMBIA-5GB-30D	B0H2FQ3QJ9	B0H2FQ3QJ9	Gambia eSIM 5GB 30Days	New	57.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GB_20_30	B0FRDGCBTN	B0FRDGCBTN	United Kingdom eSIM 20GB 30Days	New	13.37	No		Yes	0	0	0	0	80	169.44	0	80	0	0	0	20	
GB_3_15	B0FRCPD8TS	B0FRCPD8TS	United Kingdom eSIM 3GB 15Days	New	3.28	No		Yes	0	0	0	0	81	169.44	0	81	0	0	0	20	
GB_5_30	B0FRDDRGJF	B0FRDDRGJF	United Kingdom eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	80	169.44	0	80	0	0	0	20	
GEORGIA-20GB-30D	B0FR9C73NK	B0FR9C73NK	Georgia eSIM 20GB 30Days	New	25.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	3	2	
GEORGIA-3GB-15D	B0FR9KMX2N	B0FR9KMX2N	Georgia eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
GERMANY-20GB-30D	B0GSZP9H94	B0GSZP9H94	Germany eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	6	14	
GERMANY-3GB-15D	B0GSZBMLKV	B0GSZBMLKV	Germany eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	100	181.08	0	100	0	0	0	20	
GERMANY-5GB-30D	B0GSZDYWLZ	B0GSZDYWLZ	Germany eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	100	96.03	0	100	0	0	0	20	
GHANA-20GB-30D	B0H6M9CG3G	B0H6M9CG3G	Ghana eSIM 20GB 30Days	New	40.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GHANA-3GB-15D	B0H6M7CH6H	B0H6M7CH6H	Ghana eSIM 3GB 15Days	New	12.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GHANA-5GB-30D	B0H6MD48NZ	B0H6MD48NZ	Ghana eSIM 5GB 30Days	New	13.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GIBRALTAR-3GB-15D	B0FR8XSPMC	B0FR8XSPMC	Gibraltar eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GLOBAL139-5GB-30D	B0FR9VNTLY	B0FR9VNTLY	Global139 eSIM 5GB 30Days	New	42.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	5	0	
GREECE-20GB-30D	B0FR9KJGBG	B0FR9KJGBG	Greece eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
GREECE-3GB-15D	B0FR9L85F6	B0FR9L85F6	Greece eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	206.97	20	100	0	0	0	20	
GREECE-5GB-30D	B0FR9C7SMF	B0FR9C7SMF	Greece eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	258.75	20	100	0	0	0	20	
GREENLAND-20GB-30D	B0H6MBT3TW	B0H6MBT3TW	Greenland eSIM 20GB 30Days	New	113.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GREENLAND-3GB-15D	B0H6MLNBK2	B0H6MLNBK2	Greenland eSIM 3GB 15Days	New	28.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
GREENLAND-5GB-30D	B0H6MFMLK9	B0H6MFMLK9	Greenland eSIM 5GB 30Days	New	37.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	1	4	
GRENADA-20GB-30D	B0H6MGRF37	B0H6MGRF37	Grenada eSIM 20GB 30Days	New	103.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GRENADA-3GB-15D	B0H6M8K37V	B0H6M8K37V	Grenada eSIM 3GB 15Days	New	29.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GRENADA-5GB-30D	B0H6MLJR6Z	B0H6MLJR6Z	Grenada eSIM 5GB 30Days	New	38.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GR_20_30	B0FR9KJGBG	B0FR9KJGBG	Greece eSIM 20GB 30Days	New	19.20	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
GR_3_15	B0FR9L85F6	B0FR9L85F6	Greece eSIM 3GB 15Days	New	6.25	No		Yes	0	0	0	0	120	206.97	20	100	0	0	0	20	
GR_5_30	B0FR9C7SMF	B0FR9C7SMF	Greece eSIM 5GB 30Days	New	5.65	No		Yes	0	0	0	0	120	258.75	20	100	0	0	0	20	
GUADELOUPE-20GB-30D	B0FR8XTBF6	B0FR8XTBF6	Guadeloupe eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
GUADELOUPE-3GB-15D	B0FR9TMVWK	B0FR9TMVWK	Guadeloupe eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
GUAM-20GB-30D	B0FR9C7MGP	B0FR9C7MGP	Guam eSIM 20GB 30Days	New	58.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GUAM-3GB-15D	B0FR9GVSSF	B0FR9GVSSF	Guam eSIM 3GB 15Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GUAM-5GB-30D	B0FR9SVP8Y	B0FR9SVP8Y	Guam eSIM 5GB 30Days	New	19.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GUATEMALA-3GB-15D	B0FR9VC6VD	B0FR9VC6VD	Guatemala eSIM 3GB 15Days	New	16.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
GUERNSEY-20GB-30D	B0FR9LYWWY	B0FR9LYWWY	Guernsey eSIM 20GB 30Days	New	47.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
GUERNSEY-3GB-15D	B0FR9SMWDN	B0FR9SMWDN	Guernsey eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
GUERNSEY-5GB-30D	B0FR9C5PXR	B0FR9C5PXR	Guernsey eSIM 5GB 30Days	New	21.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
GUINEA-20GB-30D	B0H6M7VHYP	B0H6M7VHYP	Guinea eSIM 20GB 30Days	New	82.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	2	
GUINEA-3GB-15D	B0H6MGZTF1	B0H6MGZTF1	Guinea eSIM 3GB 15Days	New	20.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUINEA-5GB-30D	B0H6MFTVX6	B0H6MFTVX6	Guinea eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUINEA-BISSAU-20GB-30D	B0H6MF1JJS	B0H6MF1JJS	Guinea-Bissau eSIM 20GB 30Days	New	81.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUINEA-BISSAU-3GB-15D	B0H6MG6X8D	B0H6MG6X8D	Guinea-Bissau eSIM 3GB 15Days	New	21.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUINEA-BISSAU-5GB-30D	B0H6MCJ4Y9	B0H6MCJ4Y9	Guinea-Bissau eSIM 5GB 30Days	New	33.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUYANA-20GB-30D	B0H6MD1PB7	B0H6MD1PB7	Guyana eSIM 20GB 30Days	New	90.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUYANA-3GB-15D	B0H6MCG586	B0H6MCG586	Guyana eSIM 3GB 15Days	New	20.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
GUYANA-5GB-30D	B0H6MB3FHF	B0H6MB3FHF	Guyana eSIM 5GB 30Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
HAITI-20GB-30D	B0H6MBNF3Y	B0H6MBNF3Y	Haiti eSIM 20GB 30Days	New	149.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
HAITI-3GB-15D	B0H6M9YTL4	B0H6M9YTL4	Haiti eSIM 3GB 15Days	New	30.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
HAITI-5GB-30D	B0H6MDHPCV	B0H6MDHPCV	Haiti eSIM 5GB 30Days	New	48.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
HAJJ-LUX-10GB-30D	X002NMSKBR	B0H3L75HDS	Hajjj Package Luxury 10GB 30 Days eSIM | Hajj Luxury Travel Guide + Saudi Arabia Travel Guides | 3G/4G/5G	New	71.99	No		Yes	0	0	0	0	0	96.03	0	0	0		0	0	
HK_20_30	B0FR9GXZ6F	B0FR9GXZ6F	Hong Kong eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
HK_3_15	B0FR9CC6Q8	B0FR9CC6Q8	Hong Kong eSIM 3GB 15Days	New	6.25	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
HK_5_30	B0FR9GXYYL	B0FR9GXYYL	Hong Kong eSIM 5GB 30Days	New	2.71	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
HONDURAS-3GB-15D	B0FR9ZYV5G	B0FR9ZYV5G	Honduras eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
HONG-KONG-20GB-30D	B0FR9GXZ6F	B0FR9GXZ6F	Hong Kong eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	4	1	
HONG-KONG-3GB-15D	B0FR9CC6Q8	B0FR9CC6Q8	Hong Kong eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
HONG-KONG-5GB-30D	B0FR9GXYYL	B0FR9GXYYL	Hong Kong eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
HUNGARY-20GB-30D	B0FR9ZVYYQ	B0FR9ZVYYQ	Hungary eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
HUNGARY-3GB-15D	B0FR9C9JVW	B0FR9C9JVW	Hungary eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
HUNGARY-5GB-30D	B0FR9GY3R5	B0FR9GY3R5	Hungary eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
ICELAND-20GB-30D	B0FR9GX6LF	B0FR9GX6LF	Iceland eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
ICELAND-3GB-15D	B0FR9TBBK1	B0FR9TBBK1	Iceland eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
ICELAND-5GB-30D	B0FR9ZWQBD	B0FR9ZWQBD	Iceland eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
ID_20_30	B0FR9QXRDQ	B0FR9QXRDQ	Indonesia eSIM 20GB 30Days	New	16.85	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
ID_3_15	B0FR9T6QPZ	B0FR9T6QPZ	Indonesia eSIM 3GB 15Days	New	6.24	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
ID_5_30	B0FR8XW5DR	B0FR8XW5DR	Indonesia eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IE_20_30	B0FR9SZG2Z	B0FR9SZG2Z	Ireland eSIM 20GB 30Days	New	17.97	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
IE_3_15	B0FR8XV57F	B0FR8XV57F	Ireland eSIM 3GB 15Days	New	6.25	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IE_5_30	B0FR9GYKQL	B0FR9GYKQL	Ireland eSIM 5GB 30Days	New	5.65	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
INDIA-20GB-30D	B0FR9DYMHX	B0FR9DYMHX	India eSIM 20GB 30Days	New	42.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
INDIA-3GB-15D	B0FR9ZM116	B0FR9ZM116	India eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	120	129.95	20	100	0	0	0	20	
INDIA-5GB-30D	B0FR9GXWN9	B0FR9GXWN9	India eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
INDONESIA-20GB-30D	B0FR9QXRDQ	B0FR9QXRDQ	Indonesia eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
INDONESIA-3GB-15D	B0FR9T6QPZ	B0FR9T6QPZ	Indonesia eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
INDONESIA-5GB-30D	B0FR8XW5DR	B0FR8XW5DR	Indonesia eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IN_20_30	B0FR9DYMHX	B0FR9DYMHX	India eSIM 20GB 30Days	New	40.55	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
IN_3_15	B0FR9ZM116	B0FR9ZM116	India eSIM 3GB 15Days	New	12.13	No		Yes	0	0	0	0	120	129.95	20	100	0	0	0	20	
IN_5_30	B0FR9GXWN9	B0FR9GXWN9	India eSIM 5GB 30Days	New	16.85	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IRAQ-20GB-30D	B0H6M956TN	B0H6M956TN	Iraq eSIM 20GB 30Days	New	32.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
IRAQ-3GB-15D	B0H6MGX6P7	B0H6MGX6P7	Iraq eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
IRAQ-5GB-30D	B0H6MFRHZN	B0H6MFRHZN	Iraq eSIM 5GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	5	0	
IRELAND-20GB-30D	B0FR9SZG2Z	B0FR9SZG2Z	Ireland eSIM 20GB 30Days	New	17.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	1	19	
IRELAND-3GB-15D	B0FR8XV57F	B0FR8XV57F	Ireland eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IRELAND-5GB-30D	B0FR9GYKQL	B0FR9GYKQL	Ireland eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
ISLE-OF-MAN-20GB-30D	B0FR9CB5LK	B0FR9CB5LK	Isle of Man eSIM 20GB 30Days	New	23.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ISLE-OF-MAN-3GB-15D	B0FR9LZ7RL	B0FR9LZ7RL	Isle of Man eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ISLE-OF-MAN-5GB-30D	B0FR9M27XY	B0FR9M27XY	Isle of Man eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ISRAEL-20GB-30D	B0FR9K8SQ1	B0FR9K8SQ1	Israel eSIM 20GB 30Days	New	29.99	No		Yes	0	0	0	0	31	169.44	5	26	0	0	0	5	
ISRAEL-3GB-15D	B0FR9M11H1	B0FR9M11H1	Israel eSIM 3GB 15Days	New	9.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ISRAEL-5GB-30D	B0FR8XVZZM	B0FR8XVZZM	Israel eSIM 5GB 30Days	New	11.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
ITALY-20GB-30D	B0FR9RNZV2	B0FR9RNZV2	Italy eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
ITALY-3GB-15D	B0FR9GXZ18	B0FR9GXZ18	Italy eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	206.97	20	100	0	0	0	20	
ITALY-5GB-30D	B0FR9ZR2TH	B0FR9ZR2TH	Italy eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IT_20_30	B0FR9RNZV2	B0FR9RNZV2	Italy eSIM 20GB 30Days	New	16.83	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
IT_3_15	B0FR9GXZ18	B0FR9GXZ18	Italy eSIM 3GB 15Days	New	6.24	No		Yes	0	0	0	0	120	206.97	20	100	0	0	0	20	
IT_5_30	B0FR9ZR2TH	B0FR9ZR2TH	Italy eSIM 5GB 30Days	New	4.48	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
JAMAICA-20GB-30D	B0H6MF52ZZ	B0H6MF52ZZ	Jamaica eSIM 20GB 30Days	New	87.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
JAMAICA-3GB-15D	B0H6MF3PNQ	B0H6MF3PNQ	Jamaica eSIM 3GB 15Days	New	24.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
JAMAICA-5GB-30D	B0H6MJQCMF	B0H6MJQCMF	Jamaica eSIM 5GB 30Days	New	31.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
JAPAN-20GB-30D	B0FR9RZKRB	B0FR9RZKRB	Japan eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	16	4	
JAPAN-3GB-15D	B0FR9LVZVQ	B0FR9LVZVQ	Japan eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
JAPAN-5GB-30D	B0FR9TLXXH	B0FR9TLXXH	Japan eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
JERSEY-20GB-30D	B0FR9CBQDH	B0FR9CBQDH	Jersey eSIM 20GB 30Days	New	15.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
JERSEY-3GB-15D	B0FR9GYMR5	B0FR9GYMR5	Jersey eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	29	96.03	5	24	0	0	0	9	
JERSEY-5GB-30D	B0FR9M27GP	B0FR9M27GP	Jersey eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
JORDAN-20GB-30D	B0FR9ST188	B0FR9ST188	Jordan eSIM 20GB 30Days	New	43.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
JORDAN-3GB-15D	B0FR9M144Z	B0FR9M144Z	Jordan eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
JORDAN-5GB-30D	B0FR9ZTZNK	B0FR9ZTZNK	Jordan eSIM 5GB 30Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
JP_20_30	B0FR9RZKRB	B0FR9RZKRB	Japan eSIM 20GB 30Days	New	16.96	No		Yes	0	0	0	0	120	96.03	20	100	0	0	16	4	
JP_3_15	B0FR9LVZVQ	B0FR9LVZVQ	Japan eSIM 3GB 15Days	New	6.25	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
JP_5_30	B0FR9TLXXH	B0FR9TLXXH	Japan eSIM 5GB 30Days	New	4.49	No		Yes	0	0	0	0	120	96.03	20	100	0	0	0	20	
KAZAKHSTAN-20GB-30D	B0FR9TLNNW	B0FR9TLNNW	Kazakhstan eSIM 20GB 30Days	New	21.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	2	3	
KAZAKHSTAN-3GB-15D	B0FR9T4DG2	B0FR9T4DG2	Kazakhstan eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
KAZAKHSTAN-5GB-30D	B0FR9ZMMSH	B0FR9ZMMSH	Kazakhstan eSIM 5GB 30Days	New	9.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
KENYA-3GB-15D	B0FR9GZ14G	B0FR9GZ14G	Kenya eSIM 3GB 15Days	New	14.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
KENYA-5GB-30D	B0FR9T4DG6	B0FR9T4DG6	Kenya eSIM 5GB 30Days	New	15.99	No		Yes	0	0	0	0	30	359.04	5	25	0	0	0	5	
KE_3_15	B0FR9GZ14G	B0FR9GZ14G	Kenya eSIM 3GB 15Days	New	25.69	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
KE_5_30	B0FR9T4DG6	B0FR9T4DG6	Kenya eSIM 5GB 30Days	New	35.15	No		Yes	0	0	0	0	30	359.04	5	25	0	0	0	5	
KUWAIT-20GB-30D	B0FR9KBF4P	B0FR9KBF4P	Kuwait eSIM 20GB 30Days	New	29.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	1	4	
KUWAIT-3GB-15D	B0FR9LZJ3X	B0FR9LZJ3X	Kuwait eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
KUWAIT-5GB-30D	B0FR9M2TXP	B0FR9M2TXP	Kuwait eSIM 5GB 30Days	New	16.99	No		Yes	0	0	0	0	30	96.03	5	25	0	0	0	5	
KYRGYZSTAN-20GB-30D	B0FR8XXBHM	B0FR8XXBHM	Kyrgyzstan eSIM 20GB 30Days	New	19.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	2	3	
KYRGYZSTAN-3GB-15D	B0FR9TVF4R	B0FR9TVF4R	Kyrgyzstan eSIM 3GB 15Days	New	8.99	No		Yes	0	0	0	0	30	169.44	5	25	0	0	0	5	
LAOS-20GB-30D	B0H6MBWGX1	B0H6MBWGX1	Laos eSIM 20GB 30Days	New	34.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
LAOS-3GB-15D	B0H6M96WPB	B0H6M96WPB	Laos eSIM 3GB 15Days	New	10.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
LAOS-5GB-30D	B0H6MBJN5B	B0H6MBJN5B	Laos eSIM 5GB 30Days	New	16.99	No		Yes	0	0	0	0	25	96.03	0	25	0	0	0	5	
